id,Churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_contrato,servico_telefone,multiplas_linhas,tipo_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,valor_mensal,total_cobrado,contas_diarias
0222-CNVPT,não,Masculino,1,Não,Não,52,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),48.8,2555.05,1.6266666666666665
0224-HJAPT,sim,Masculino,0,Não,Não,5,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,47.15,223.15,1.5716666666666665
0224-NIJLP,não,Masculino,0,Sim,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.15,165.5,0.6716666666666666
0224-RLWWD,não,Feminino,1,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,44.3,89.3,1.4766666666666666
0225-ZORZP,não,Masculino,0,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,84.3,235.05,2.81
0228-MAUWC,não,Masculino,0,Não,Não,19,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,59.55,1144.6,1.9849999999999999
0229-LFJAF,não,Masculino,0,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária (automática),69.65,4908.25,2.3216666666666668
0230-UBYPQ,não,Masculino,1,Sim,Não,63,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Transferência bancária (automática),36.1,2298.9,1.2033333333333334
0230-WEQUW,não,Masculino,0,Sim,Não,66,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),56.6,3789.2,1.8866666666666667
0231-LXVAP,sim,Masculino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,75.9,75.9,2.5300000000000002
0233-FTHAV,não,Feminino,0,Não,Não,60,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Anual,Sim,Transferência bancária (automática),79.2,4765.0,2.64
0234-TEVTT,não,Feminino,0,Sim,Sim,48,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Sim,Anual,Não,Cartão de crédito (automático),45.0,2196.3,1.5
0235-KGSLC,sim,Feminino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),85.55,85.55,2.8516666666666666
0236-HFWSV,sim,Masculino,0,Não,Não,15,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.35,1444.65,3.1116666666666664
0237-YFUTL,não,Feminino,0,Sim,Não,50,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Transferência bancária (automática),109.65,5405.8,3.6550000000000002
0238-WHBIQ,não,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),89.7,6339.3,2.99
0239-OXEXL,não,Feminino,0,Não,Não,46,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque enviado,84.25,3847.6,2.808333333333333
0244-LGNFY,não,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),92.65,6733.0,3.0883333333333334
0247-SLUJI,não,Masculino,0,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.7,19.7,0.6566666666666666
0248-IPDFW,não,Feminino,0,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,50.1,50.1,1.6700000000000002
0248-PGHBZ,não,Feminino,1,Não,Não,67,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),92.45,6140.85,3.0816666666666666
0253-ZTEOB,não,Feminino,0,Sim,Sim,48,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,79.65,3870.3,2.6550000000000002
0254-FNMCI,não,Feminino,0,Não,Não,72,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,109.9,7624.2,3.6633333333333336
0254-KCJGT,não,Masculino,0,Sim,Não,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,Cartão de crédito (automático),81.4,4354.45,2.7133333333333334
0254-WWRKD,não,Feminino,0,Sim,Sim,67,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Anual,Não,Cartão de crédito (automático),50.55,3431.75,1.6849999999999998
0256-LTHVJ,sim,Feminino,0,Sim,Sim,28,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,81.05,2227.1,2.7016666666666667
0257-KXZGU,não,Feminino,0,Sim,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automática),62.45,2045.55,2.0816666666666666
0257-ZESQC,sim,Feminino,1,Sim,Não,27,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),75.2,1929.35,2.506666666666667
0258-NOKBL,não,Masculino,0,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,90.4,268.45,3.0133333333333336
0259-GBZSH,sim,Masculino,0,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.65,181.5,2.855
0260-ZDLGK,sim,Feminino,0,Não,Sim,9,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque enviado,72.9,651.4,2.43
0263-FJTQO,não,Masculino,0,Sim,Sim,50,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Bienal,Sim,Cartão de crédito (automático),70.5,3486.65,2.35
0264-CNITK,não,Feminino,0,Sim,Sim,71,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária (automática),20.1,1389.6,0.67
0265-EDXBD,sim,Masculino,1,Sim,Não,32,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.9,2303.35,2.496666666666667
0265-PSUAE,não,Feminino,0,Sim,Sim,16,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Transferência bancária (automática),100.7,1522.7,3.356666666666667
0266-CLZKZ,não,Feminino,0,Sim,Sim,67,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),105.65,6717.9,3.521666666666667
0266-GMEAO,não,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),114.3,8058.55,3.81
0268-QKIWO,sim,Feminino,0,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque eletrônico,19.75,58.85,0.6583333333333333
0269-XFESX,não,Masculino,0,Sim,Sim,23,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,24.35,538.5,0.8116666666666668
0270-THENM,não,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária (automática),69.85,5102.35,2.328333333333333
0274-JKUJR,não,Masculino,0,Sim,Sim,7,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque enviado,58.85,465.7,1.9616666666666667
0277-BKSQP,não,Masculino,0,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,54.4,475.1,1.8133333333333332
0277-ORXQS,não,Masculino,0,Sim,Sim,66,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),50.55,3364.55,1.6849999999999998
0278-YXOOG,sim,Masculino,0,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,21.05,113.85,0.7016666666666667
0280-XJGEX,sim,Masculino,0,Não,Não,49,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),103.7,5036.3,3.4566666666666666
0281-CNTZX,não,Masculino,0,Sim,Não,63,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária (automática),19.95,1234.8,0.6649999999999999
0282-NVSJS,não,Feminino,1,Sim,Sim,12,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,29.3,355.9,0.9766666666666667
0285-INHLN,não,Masculino,0,Sim,Sim,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),54.75,1510.3,1.825
0289-IVARM,não,Feminino,0,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,60.55,1982.6,2.018333333333333
0292-WEGCH,não,Feminino,0,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,86.2,4524.05,2.8733333333333335
0295-PPHDO,sim,Masculino,0,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.45,95.45,3.1816666666666666
0295-QVKPB,não,Masculino,0,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cartão de crédito (automático),63.95,318.1,2.131666666666667
0297-RBCSG,não,Masculino,0,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Transferência bancária (automática),65.35,1231.85,2.1783333333333332
0298-XACET,não,Masculino,0,Sim,Sim,52,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cheque enviado,50.2,2554.0,1.6733333333333333
0301-FIDRB,não,Feminino,0,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),63.8,4684.3,2.1266666666666665
0301-KOBTQ,não,Masculino,0,Não,Não,32,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária (automática),20.05,614.45,0.6683333333333333
0302-JOIVN,sim,Feminino,0,Sim,Não,8,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,101.15,842.9,3.371666666666667
0303-UNCIP,não,Masculino,0,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Anual,Não,Cheque enviado,65.0,2531.8,2.1666666666666665
0303-WMMRN,não,Masculino,0,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.25,86.05,0.6416666666666667
0305-SQECB,não,Feminino,0,Não,Sim,11,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cheque enviado,36.05,402.6,1.2016666666666667
0306-JAELE,sim,Masculino,0,Não,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.1,453.4,3.203333333333333
0307-BCOPK,não,Feminino,0,Não,Não,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.05,326.65,0.635
0308-GIQJT,não,Masculino,1,Não,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Não,Transferência bancária (automática),105.75,7382.85,3.525
0308-IVGOK,não,Feminino,0,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),40.4,422.6,1.3466666666666667
0310-MVLET,sim,Feminino,0,Sim,Sim,61,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.15,6010.05,3.305
0310-SUCIN,não,Feminino,0,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automática),84.8,6046.1,2.8266666666666667
0310-VQXAM,não,Masculino,0,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.85,178.8,0.6616666666666667
0311-QYWSS,não,Feminino,0,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.45,314.6,1.6483333333333334
0311-UNPFF,sim,Feminino,0,Não,Não,26,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),88.8,2274.35,2.96
0314-TKOSI,não,Feminino,0,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque enviado,55.15,322.9,1.8383333333333334
0315-LVCRK,não,Masculino,0,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,84.8,888.75,2.8266666666666667
0318-QUUOB,sim,Masculino,0,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,80.55,80.55,2.685
0318-ZOPWS,não,Feminino,0,Sim,Não,49,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária (automática),20.15,973.35,0.6716666666666666
0319-QZTCO,não,Feminino,0,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),58.7,168.6,1.9566666666666668
0320-DWVTU,não,Feminino,0,Não,Não,53,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cheque enviado,99.5,5424.25,3.316666666666667
0320-JDNQG,sim,Masculino,0,Sim,Sim,23,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.85,2331.3,3.328333333333333
0322-CHQRU,sim,Masculino,0,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,45.35,89.5,1.5116666666666667
0322-YINQP,sim,Masculino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,48.55,48.55,1.6183333333333332
0323-XWWTN,não,Masculino,0,Não,Sim,3,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,26.4,121.25,0.88
0324-BRPCJ,sim,Feminino,1,Sim,Não,68,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.2,6851.65,3.3400000000000003
0325-XBFAC,sim,Masculino,0,Não,Não,8,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.7,740.3,3.1566666666666667
0326-VDYXE,não,Feminino,0,Sim,Não,70,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,97.65,6982.5,3.2550000000000003
0327-WFZSY,não,Masculino,0,Sim,Sim,39,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,100.0,3835.55,3.3333333333333335
0328-GRPMV,sim,Feminino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.1,70.1,2.3366666666666664
0329-GTIAJ,sim,Feminino,0,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,97.9,315.3,3.2633333333333336
0330-BGYZE,não,Masculino,0,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Transferência bancária (automática),102.5,6157.6,3.4166666666666665
0330-IVZHA,sim,Feminino,0,Sim,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,69.95,330.15,2.3316666666666666
0334-GDDSO,sim,Masculino,1,Não,Não,3,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.35,233.7,2.7116666666666664
0334-ZFJSR,não,Feminino,0,Sim,Não,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),66.05,3462.1,2.2016666666666667
0336-KXKFK,não,Masculino,0,Não,Não,72,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),61.2,4390.25,2.04
0336-PIKEI,não,Masculino,1,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,Transferência bancária (automática),74.4,5360.75,2.48
0337-CNPZE,sim,Feminino,0,Não,Não,41,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.3,4443.45,3.5433333333333334
0343-QLUZP,não,Masculino,0,Não,Não,60,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Não,Transferência bancária (automática),39.6,2424.5,1.32
0345-HKJVM,sim,Feminino,0,Não,Não,6,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,89.3,577.6,2.9766666666666666
0345-XMMUG,não,Feminino,0,Sim,Não,46,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),108.9,4854.3,3.6300000000000003
0347-UBKUZ,não,Feminino,0,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.9,320.45,0.6633333333333333
0348-SDKOL,sim,Feminino,0,Sim,Não,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),102.1,5885.4,3.4033333333333333
0354-VXMJC,não,Masculino,0,Sim,Sim,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),19.6,426.65,0.6533333333333334
0354-WYROK,sim,Feminino,1,Sim,Sim,31,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.9,2911.3,3.296666666666667
0356-ERHVT,não,Masculino,0,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),45.9,521.9,1.53
0356-OBMAC,não,Feminino,1,Não,Não,56,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),99.9,5706.3,3.33
0357-NVCRI,não,Feminino,0,Não,Sim,25,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito (automático),20.05,471.7,0.6683333333333333
0361-HJRDX,não,Feminino,0,Não,Não,68,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),64.35,4539.6,2.145
0362-RAOQO,não,Feminino,0,Não,Não,40,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),19.65,830.25,0.6549999999999999
0362-ZBZWJ,sim,Masculino,0,Não,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.9,3067.2,2.83
0363-QJVFX,sim,Masculino,0,Não,Não,32,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),108.15,3432.9,3.605
0363-SVHYR,não,Masculino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),86.85,6263.8,2.895
0365-BZUWY,não,Masculino,0,Sim,Não,17,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,102.55,1742.5,3.4183333333333334
0365-GXEZS,não,Masculino,0,Sim,Não,18,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,78.2,1468.75,2.606666666666667
0365-TRTPY,não,Feminino,0,Não,Não,37,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automática),91.2,3382.3,3.04
0366-NQSHS,não,Masculino,0,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.35,46.35,0.645
0369-ZGOVK,não,Feminino,0,Sim,Sim,28,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferência bancária (automática),70.4,1992.2,2.3466666666666667
0373-AIVNJ,não,Masculino,0,Não,Não,9,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cheque enviado,39.55,373.0,1.3183333333333331
0374-AACSZ,não,Feminino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,50.15,50.15,1.6716666666666666
0374-FIUCA,não,Masculino,0,Sim,Não,65,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cartão de crédito (automático),20.4,1414.45,0.6799999999999999
0374-IOEGQ,não,Feminino,0,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,44.6,122.7,1.4866666666666668
0375-HVGXO,sim,Feminino,0,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,34.7,34.7,1.1566666666666667
0376-OIWME,não,Masculino,0,Sim,Não,36,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.6,3366.05,3.1199999999999997
0376-YMCJC,sim,Masculino,0,Não,Não,23,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,90.6,1943.2,3.02
0377-JBKKT,não,Masculino,0,Sim,Sim,22,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,57.95,1271.8,1.9316666666666669
0378-CJKPV,não,Feminino,0,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),112.1,7965.95,3.7366666666666664
0378-NHQXU,sim,Feminino,0,Sim,Sim,17,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque eletrônico,88.25,1460.65,2.941666666666667
0378-TOVMS,sim,Feminino,0,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,85.8,272.2,2.86
0378-XSZPU,sim,Masculino,0,Sim,Não,58,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cartão de crédito (automático),60.3,3563.8,2.01
0379-DJQHR,não,Masculino,0,Sim,Sim,67,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Não,Cartão de crédito (automático),81.35,5398.6,2.7116666666666664
0380-NEAVX,não,Masculino,1,Não,Não,34,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,99.85,3343.15,3.328333333333333
0380-ZCSBI,não,Masculino,0,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito (automático),20.0,198.7,0.6666666666666666
